test_id;case_id;area;area_order;case_order;execution_order;suite_type;scenario;scenario_turn;block;variant_index;variant_type;variant_source;previously_executed;prior_validated;prior_result;source_case_id;source_mapping;question;evaluation_profile;expected_scope;expected_animal;input_data;expected_behavior;expected_fields;fallback;guardrail;support_current;manual_current_response;manual_comment;probe_type
SEL_GEN_005_V0;SEL_GEN_005;GENERICO;5;5;70;functional;FUNCTIONAL_GENERICO;;SEL_GEN_005;0;canonical;manual_selected;False;False;;HERD_006;exact;come vanno le fresche/altro gruppo?;group_status;group;;media produzione ultimi 7gg per animale, media DIM gruppo, delta produzione;"Riepilogo mandria/gruppo con dati disponibili:
{tabella}
Separare sempre segnali da conferme registrate e dichiarare domini non aggiornati.";Animale | DIM | Parità | Latte | Delta | Ruminazione | Segnali | Mungiture;Mancano aggregati aggiornati, denominatore animali attivi o storico sufficiente.;"Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato. Non usare priorità non implementata; non diagnosticare a livello mandria.";Supportato se aggregati presenti;;;canonical
SEL_GEN_001_V1;SEL_GEN_001;GENERICO;5;1;71;functional;FUNCTIONAL_GENERICO;;SEL_GEN_001;1;paraphrase;package_variant;False;False;;ID_004;exact;è una lattazione attiva?;lactation_status;animal;3118;status animale, gruppo, lattazione, DIM, ultimo parto;"Identikit animale con i dati attualmente disponibili:
{tabella}
Dichiarare sempre i domini mancanti: riproduzione/asciutta/razione se non integrati.";Animale | Stato lattazione | DIM | Ultima mungitura | Ultimo aggiornamento;Animale non trovato o dati base insufficienti per costruire l'identikit.;"Non inventare dati riproduttivi, asciutta, trattamenti o stato non presente. Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato.";Supportato parziale;;;paraphrase_probe
SEL_GEN_002_V1;SEL_GEN_002;GENERICO;5;2;72;functional;FUNCTIONAL_GENERICO;;SEL_GEN_002;1;paraphrase;package_variant;False;False;;ID_001;exact;scheda 3118;animal_profile;animal;3118;status, gruppo, lattazione, DIM, ultimo parto, asciutta prevista?, baseline produzione, probabilità triage;"Identikit animale con i dati attualmente disponibili:
{tabella}
Dichiarare sempre i domini mancanti: riproduzione/asciutta/razione se non integrati.";Sezione | Dato | Valore | Ultimo aggiornamento | Nota;Animale non trovato o dati base insufficienti per costruire l'identikit.;"Non inventare dati riproduttivi, asciutta, trattamenti o stato non presente. Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato.";Supportato parziale;;;paraphrase_probe
SEL_GEN_003_V1;SEL_GEN_003;GENERICO;5;3;73;functional;FUNCTIONAL_GENERICO;;SEL_GEN_003;1;paraphrase;package_variant;False;False;;HERD_001;exact;com'è la situazione?;herd_status;herd;;nr animali in lattazione, produzione tot, nr problemi segnalati per classe triage;"Riepilogo mandria/gruppo con dati disponibili:
{tabella}
Separare sempre segnali da conferme registrate e dichiarare domini non aggiornati.";Sezione | Valore | Nota | Dati usati;Mancano aggregati aggiornati, denominatore animali attivi o storico sufficiente.;"Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato. Non usare priorità non implementata; non diagnosticare a livello mandria.";Supportato se aggregati presenti;;;paraphrase_probe
SEL_GEN_004_V1;SEL_GEN_004;GENERICO;5;4;74;functional;FUNCTIONAL_GENERICO;;SEL_GEN_004;1;paraphrase;package_variant;False;False;;HERD_005;adapted;produzione stalla giù?;herd_production_trend;herd;;produzione media mandria corrente, delta mesi precedenti, delta anno precedente;"Riepilogo mandria/gruppo con dati disponibili:
{tabella}
Separare sempre segnali da conferme registrate e dichiarare domini non aggiornati.";Periodo | Latte medio/capo | Baseline | Delta | Animali attivi | Note;Mancano aggregati aggiornati, denominatore animali attivi o storico sufficiente.;"Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato. Non usare priorità non implementata; non diagnosticare a livello mandria.";Supportato se aggregati presenti;;;paraphrase_probe
SEL_GEN_005_V1;SEL_GEN_005;GENERICO;5;5;75;functional;FUNCTIONAL_GENERICO;;SEL_GEN_005;1;paraphrase;package_variant;False;False;;HERD_006;exact;fresche oggi;group_status;group;;media produzione ultimi 7gg per animale, media DIM gruppo, delta produzione;"Riepilogo mandria/gruppo con dati disponibili:
{tabella}
Separare sempre segnali da conferme registrate e dichiarare domini non aggiornati.";Animale | DIM | Parità | Latte | Delta | Ruminazione | Segnali | Mungiture;Mancano aggregati aggiornati, denominatore animali attivi o storico sufficiente.;"Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato. Non usare priorità non implementata; non diagnosticare a livello mandria.";Supportato se aggregati presenti;;;paraphrase_probe
SEL_GEN_002_V2;SEL_GEN_002;GENERICO;5;2;76;functional;FUNCTIONAL_GENERICO;;SEL_GEN_002;2;paraphrase;package_variant;False;False;;ID_001;exact;com'è messa la 3118?;animal_profile;animal;3118;status, gruppo, lattazione, DIM, ultimo parto, asciutta prevista?, baseline produzione, probabilità triage;"Identikit animale con i dati attualmente disponibili:
{tabella}
Dichiarare sempre i domini mancanti: riproduzione/asciutta/razione se non integrati.";Sezione | Dato | Valore | Ultimo aggiornamento | Nota;Animale non trovato o dati base insufficienti per costruire l'identikit.;"Non inventare dati riproduttivi, asciutta, trattamenti o stato non presente. Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato.";Supportato parziale;;;paraphrase_probe
SEL_GEN_003_V2;SEL_GEN_003;GENERICO;5;3;77;functional;FUNCTIONAL_GENERICO;;SEL_GEN_003;2;paraphrase;package_variant;False;False;;HERD_001;exact;ci sono problemi oggi?;herd_status;herd;;nr animali in lattazione, produzione tot, nr problemi segnalati per classe triage;"Riepilogo mandria/gruppo con dati disponibili:
{tabella}
Separare sempre segnali da conferme registrate e dichiarare domini non aggiornati.";Sezione | Valore | Nota | Dati usati;Mancano aggregati aggiornati, denominatore animali attivi o storico sufficiente.;"Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato. Non usare priorità non implementata; non diagnosticare a livello mandria.";Supportato se aggregati presenti;;;paraphrase_probe
SEL_GEN_005_V2;SEL_GEN_005;GENERICO;5;5;78;functional;FUNCTIONAL_GENERICO;;SEL_GEN_005;2;paraphrase;package_variant;False;False;;HERD_006;exact;inizio lattazione;group_status;group;;media produzione ultimi 7gg per animale, media DIM gruppo, delta produzione;"Riepilogo mandria/gruppo con dati disponibili:
{tabella}
Separare sempre segnali da conferme registrate e dichiarare domini non aggiornati.";Animale | DIM | Parità | Latte | Delta | Ruminazione | Segnali | Mungiture;Mancano aggregati aggiornati, denominatore animali attivi o storico sufficiente.;"Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato. Non usare priorità non implementata; non diagnosticare a livello mandria.";Supportato se aggregati presenti;;;paraphrase_probe
SEL_GEN_002_V3;SEL_GEN_002;GENERICO;5;2;79;functional;FUNCTIONAL_GENERICO;;SEL_GEN_002;3;paraphrase;package_variant;False;False;;ID_001;exact;dati 3118;animal_profile;animal;3118;status, gruppo, lattazione, DIM, ultimo parto, asciutta prevista?, baseline produzione, probabilità triage;"Identikit animale con i dati attualmente disponibili:
{tabella}
Dichiarare sempre i domini mancanti: riproduzione/asciutta/razione se non integrati.";Sezione | Dato | Valore | Ultimo aggiornamento | Nota;Animale non trovato o dati base insufficienti per costruire l'identikit.;"Non inventare dati riproduttivi, asciutta, trattamenti o stato non presente. Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato.";Supportato parziale;;;paraphrase_probe
REG_A_001;A_CONTEXT_DECAY;REGRESSIONE;6;1;1;regression;A_CONTEXT_DECAY;1;A;1;regression;benchmark_v3;True;False;;V3;technical_regression;descrivi la 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;anchor
REG_A_002;A_CONTEXT_DECAY;REGRESSIONE;6;2;2;regression;A_CONTEXT_DECAY;2;A;2;regression;benchmark_v3;True;False;;V3;technical_regression;quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_003;A_CONTEXT_DECAY;REGRESSIONE;6;3;3;regression;A_CONTEXT_DECAY;3;A;3;regression;benchmark_v3;True;False;;V3;technical_regression;e ieri?;previous_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_004;A_CONTEXT_DECAY;REGRESSIONE;6;4;4;regression;A_CONTEXT_DECAY;4;A;4;regression;benchmark_v3;True;False;;V3;technical_regression;che rischio ha?;risk;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_005;A_CONTEXT_DECAY;REGRESSIONE;6;5;5;regression;A_CONTEXT_DECAY;5;A;5;regression;benchmark_v3;True;False;;V3;technical_regression;qual è la causa principale?;risk_reason;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_006;A_CONTEXT_DECAY;REGRESSIONE;6;6;6;regression;A_CONTEXT_DECAY;6;A;6;regression;benchmark_v3;True;False;;V3;technical_regression;quali segnali lo supportano?;risk_signals;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_007;A_CONTEXT_DECAY;REGRESSIONE;6;7;7;regression;A_CONTEXT_DECAY;7;A;7;regression;benchmark_v3;True;False;;V3;technical_regression;quanto latte sta perdendo?;milk_loss;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_008;A_CONTEXT_DECAY;REGRESSIONE;6;8;8;regression;A_CONTEXT_DECAY;8;A;8;regression;benchmark_v3;True;False;;V3;technical_regression;rispetto all'atteso quanto è sotto?;production_vs_expected;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_009;A_CONTEXT_DECAY;REGRESSIONE;6;9;9;regression;A_CONTEXT_DECAY;9;A;9;regression;benchmark_v3;True;False;;V3;technical_regression;come è cambiata negli ultimi giorni?;production_trend;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_A_010;A_CONTEXT_DECAY;REGRESSIONE;6;10;10;regression;A_CONTEXT_DECAY;10;A;10;regression;benchmark_v3;True;False;;V3;technical_regression;quindi qual è la situazione principale adesso?;risk;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;context_probe
REG_B_001;B_SCOPE_RECOVERY;REGRESSIONE;6;1;11;regression;B_SCOPE_RECOVERY;1;B1;1;regression;benchmark_v3;True;False;;V3;technical_regression;descrivi la 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;anchor
REG_B_002;B_SCOPE_RECOVERY;REGRESSIONE;6;2;12;regression;B_SCOPE_RECOVERY;2;B1;2;regression;benchmark_v3;True;False;;V3;technical_regression;quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;animal_probe
REG_B_003;B_SCOPE_RECOVERY;REGRESSIONE;6;3;13;regression;B_SCOPE_RECOVERY;3;B1;3;regression;benchmark_v3;True;False;;V3;technical_regression;quali bufale sono a rischio oggi?;herd_risk;herd;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;scope_switch
REG_B_004;B_SCOPE_RECOVERY;REGRESSIONE;6;4;14;regression;B_SCOPE_RECOVERY;4;B1;4;regression;benchmark_v3;True;False;;V3;technical_regression;tornando alla bufala di cui parlavamo prima, quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;recovery_probe
REG_B_005;B_SCOPE_RECOVERY;REGRESSIONE;6;5;15;regression;B_SCOPE_RECOVERY;5;B2;5;regression;benchmark_v3;True;False;;V3;technical_regression;parliamo di nuovo della 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;anchor
REG_B_006;B_SCOPE_RECOVERY;REGRESSIONE;6;6;16;regression;B_SCOPE_RECOVERY;6;B2;6;regression;benchmark_v3;True;False;;V3;technical_regression;quali altre bufale hanno una perdita di latte simile?;herd_similar;herd;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;scope_switch
REG_B_007;B_SCOPE_RECOVERY;REGRESSIONE;6;7;17;regression;B_SCOPE_RECOVERY;7;B2;7;regression;benchmark_v3;True;False;;V3;technical_regression;e quella di prima che rischio ha?;risk;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;recovery_probe
REG_C_001;C_ENTITY_SWITCH;REGRESSIONE;6;1;18;regression;C_ENTITY_SWITCH;1;C;1;regression;benchmark_v3;True;False;;V3;technical_regression;descrivi la 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;anchor
REG_C_002;C_ENTITY_SWITCH;REGRESSIONE;6;2;19;regression;C_ENTITY_SWITCH;2;C;2;regression;benchmark_v3;True;False;;V3;technical_regression;quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;entity_probe
REG_C_003;C_ENTITY_SWITCH;REGRESSIONE;6;3;20;regression;C_ENTITY_SWITCH;3;C;3;regression;benchmark_v3;True;False;;V3;technical_regression;ora passa alla 2516;animal_profile;animal;2516;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;entity_switch
REG_C_004;C_ENTITY_SWITCH;REGRESSIONE;6;4;21;regression;C_ENTITY_SWITCH;4;C;4;regression;benchmark_v3;True;False;;V3;technical_regression;quanto produce oggi?;daily_milk_yield;animal;2516;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;entity_probe
REG_C_005;C_ENTITY_SWITCH;REGRESSIONE;6;5;22;regression;C_ENTITY_SWITCH;5;C;5;regression;benchmark_v3;True;False;;V3;technical_regression;che rischio ha?;risk;animal;2516;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;entity_probe
REG_C_006;C_ENTITY_SWITCH;REGRESSIONE;6;6;23;regression;C_ENTITY_SWITCH;6;C;6;regression;benchmark_v3;True;False;;V3;technical_regression;torna alla 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;entity_switch
REG_C_007;C_ENTITY_SWITCH;REGRESSIONE;6;7;24;regression;C_ENTITY_SWITCH;7;C;7;regression;benchmark_v3;True;False;;V3;technical_regression;quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;entity_probe
REG_C_008;C_ENTITY_SWITCH;REGRESSIONE;6;8;25;regression;C_ENTITY_SWITCH;8;C;8;regression;benchmark_v3;True;False;;V3;technical_regression;ora passa di nuovo alla 2516;animal_profile;animal;2516;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;entity_switch
REG_C_009;C_ENTITY_SWITCH;REGRESSIONE;6;9;26;regression;C_ENTITY_SWITCH;9;C;9;regression;benchmark_v3;True;False;;V3;technical_regression;e l'altra invece, quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;previous_entity_probe
REG_D_001;D_NOISE_RETENTION;REGRESSIONE;6;1;27;regression;D_NOISE_RETENTION;1;D1;1;regression;benchmark_v3;True;False;;V3;technical_regression;descrivi la 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;anchor
REG_D_002;D_NOISE_RETENTION;REGRESSIONE;6;2;28;regression;D_NOISE_RETENTION;2;D1;2;regression;benchmark_v3;True;False;;V3;technical_regression;ok;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_003;D_NOISE_RETENTION;REGRESSIONE;6;3;29;regression;D_NOISE_RETENTION;3;D1;3;regression;benchmark_v3;True;False;;V3;technical_regression;quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise_recovery_probe
REG_D_004;D_NOISE_RETENTION;REGRESSIONE;6;4;30;regression;D_NOISE_RETENTION;4;D3;4;regression;benchmark_v3;True;False;;V3;technical_regression;descrivi la 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;anchor
REG_D_005;D_NOISE_RETENTION;REGRESSIONE;6;5;31;regression;D_NOISE_RETENTION;5;D3;5;regression;benchmark_v3;True;False;;V3;technical_regression;ok;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_006;D_NOISE_RETENTION;REGRESSIONE;6;6;32;regression;D_NOISE_RETENTION;6;D3;6;regression;benchmark_v3;True;False;;V3;technical_regression;capito;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_007;D_NOISE_RETENTION;REGRESSIONE;6;7;33;regression;D_NOISE_RETENTION;7;D3;7;regression;benchmark_v3;True;False;;V3;technical_regression;grazie;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_008;D_NOISE_RETENTION;REGRESSIONE;6;8;34;regression;D_NOISE_RETENTION;8;D3;8;regression;benchmark_v3;True;False;;V3;technical_regression;che rischio ha?;risk;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise_recovery_probe
REG_D_009;D_NOISE_RETENTION;REGRESSIONE;6;9;35;regression;D_NOISE_RETENTION;9;D5;9;regression;benchmark_v3;True;False;;V3;technical_regression;descrivi la 3118;animal_profile;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;anchor
REG_D_010;D_NOISE_RETENTION;REGRESSIONE;6;10;36;regression;D_NOISE_RETENTION;10;D5;10;regression;benchmark_v3;True;False;;V3;technical_regression;ok;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_011;D_NOISE_RETENTION;REGRESSIONE;6;11;37;regression;D_NOISE_RETENTION;11;D5;11;regression;benchmark_v3;True;False;;V3;technical_regression;capito;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_012;D_NOISE_RETENTION;REGRESSIONE;6;12;38;regression;D_NOISE_RETENTION;12;D5;12;regression;benchmark_v3;True;False;;V3;technical_regression;grazie;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_013;D_NOISE_RETENTION;REGRESSIONE;6;13;39;regression;D_NOISE_RETENTION;13;D5;13;regression;benchmark_v3;True;False;;V3;technical_regression;bene;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_014;D_NOISE_RETENTION;REGRESSIONE;6;14;40;regression;D_NOISE_RETENTION;14;D5;14;regression;benchmark_v3;True;False;;V3;technical_regression;perfetto;acknowledgement;neutral;;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise
REG_D_015;D_NOISE_RETENTION;REGRESSIONE;6;15;41;regression;D_NOISE_RETENTION;15;D5;15;regression;benchmark_v3;True;False;;V3;technical_regression;quanto produce oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;noise_recovery_probe
REG_E_001;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;1;42;regression;E_PARAPHRASE_PRODUCTION;1;E;1;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;Quanto produce oggi la 3118?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_002;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;2;43;regression;E_PARAPHRASE_PRODUCTION;2;E;2;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;Quanti kg di latte ha fatto oggi la 3118?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_003;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;3;44;regression;E_PARAPHRASE_PRODUCTION;3;E;3;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;3118 produzione oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_004;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;4;45;regression;E_PARAPHRASE_PRODUCTION;4;E;4;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;La 3118 oggi quanto mi ha fatto?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_005;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;5;46;regression;E_PARAPHRASE_PRODUCTION;5;E;5;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;Oggi la 3118 quanto ha prodotto?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_006;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;6;47;regression;E_PARAPHRASE_PRODUCTION;6;E;6;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;Qual è la produzione giornaliera della 3118?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_007;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;7;48;regression;E_PARAPHRASE_PRODUCTION;7;E;7;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;Mi dai la produzione odierna della 3118?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_008;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;8;49;regression;E_PARAPHRASE_PRODUCTION;8;E;8;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;3118 quanti kg oggi?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_009;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;9;50;regression;E_PARAPHRASE_PRODUCTION;9;E;9;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;Quanto latte ha prodotto oggi la 3118?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_010;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;10;51;regression;E_PARAPHRASE_PRODUCTION;10;E;10;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;quanto ha prodoto oggi la 3118?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_011;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;11;52;regression;E_PARAPHRASE_PRODUCTION;11;E;11;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;Produzione della 3118 nelle ultime 24 ore?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
REG_E_012;E_PARAPHRASE_PRODUCTION;REGRESSIONE;6;12;53;regression;E_PARAPHRASE_PRODUCTION;12;E;12;regression;benchmark_v3;True;True;PASS_V3_1;V3;technical_regression;La 3118, oggi, a quanti kg è arrivata?;daily_milk_yield;animal;3118;;;;;"Non inventare dati; non usare priorità non implementata; rischio ≠ diagnosi; nessuna terapia automatica.";Regression test tecnico;;;paraphrase_probe
